dep,nivel,carrera,sexo,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980
FP,doctorado,psicologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,15,32,24,29,17,10,9,10,7,11,26,21,10,,,,,,,,
FP,doctorado,psicologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,21,42,63,60,110,89,68,57,22,16,24,26,30,15,,,,,,,,
FP,doctorado,psicologia clinica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,13,9,,1,2,,
FP,doctorado,psicologia clinica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,27,17,1,4,4,,
FP,doctorado,psicologia general experimetal,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
FP,doctorado,psicologia general experimetal,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,
FP,doctorado,psicologia educativa,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FP,doctorado,psicologia educativa,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
FP,doctorado,psicologia social,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,,,,,
FP,doctorado,psicologia social,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,2,,1,1,,
FQ,Tecnico,analisis clinicos,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,
FQ,Tecnico,analisis clinicos,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,,
FQ,Tecnico,venta de productos qumicos,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,,,,
FQ,Tecnico,venta de productos qumicos,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FQ,Tecnico,fundicion,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,
FQ,Tecnico,fundicion,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
FQ,Tecnico,laboratorio industrial,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,1,4,,,
FQ,Tecnico,laboratorio industrial,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,2,,1,1,,,
FQ,Tecnico,operación de plantas industriales,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,1,3,,,
FQ,Tecnico,operación de plantas industriales,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
FQ,Tecnico,instalcion y montaje d eplantas quimicas,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
FQ,Tecnico,instalcion y montaje d eplantas quimicas,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
FQ,Tecnico,onmstrumentacion industrial,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,1,,,,
FQ,Tecnico,onmstrumentacion industrial,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
FQ,Tecnico,laboratorio clinico,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,1,3,2,,,
FQ,Tecnico,laboratorio clinico,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,10,1,1,,,
FQ,Tecnico,tratamiento de aguas,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,,
FQ,Tecnico,tratamiento de aguas,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
FQ,Licenciatura,ingenieria quimica,total,,,,,,,,,,,,,,,,,,,,,690,537,539,574,644,676,,,1364,,,,,,,,,,,,,,,,,,,,,,,
FQ,Licenciatura,ingenieria quimica,Hombres,,,,,,,,,,,,292,254,253,272,248,268,299,335,402,,,,,,,,,,1202,1415,1287,1567,1630,1685,1715,1788,1672,1884,2144,2322,2586,3096,3163,2805,2858,2462,2090,1512,1600,1290,1153
FQ,Licenciatura,ingenieria quimica,Mujeres,,,,,,,,,,,,23,17,15,9,5,,,1,5,,,,,,,,,,70,96,79,110,124,128,117,121,107,129,167,198,245,319,356,314,320,282,263,318,240,230,195
FQ,Licenciatura,iq metalurgica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,57,97,138,221,270,342,447,483,462,396,555,513,477
FQ,Licenciatura,iq metalurgica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,8,9,12,20,24,22,47,34,65,65,57
FQ,Licenciatura,quimica,Total,,,,,,,,,,,,,,,,,,,,,321,349,357,374,409,413,,,542,450,,,,,,,,,,,,,,,,,,,,,,
FQ,Licenciatura,quimica,Hombres,,,,,,,,,,,,119,156,133,137,139,162,145,139,134,,,,,,,,,,,173,193,200,163,138,102,133,187,135,127,139,159,239,321,386,487,521,359,301,320,265,231
FQ,Licenciatura,quimica,Mujeres,,,,,,,,,,,,30,26,26,29,37,53,69,64,79,,,,,,,,,,,257,266,265,213,184,158,182,161,161,205,228,243,308,336,358,356,287,288,63,130,189,156
FQ,Licenciatura,qfb,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,90,92,89,86,66,72,90,83,100,148,210,279,341,394,486,580,563,623,,,,
FQ,Licenciatura,qfb,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,421,421,371,326,302,267,279,284,314,394,513,619,761,762,742,739,741,721,,,,
FQ,Licenciatura,qfb (bioqumica microbiologica),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,51,137,149,171,241,153,387,811
FQ,Licenciatura,qfb (bioqumica microbiologica),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,146,266,250,278,368,228,602,1144
FQ,Licenciatura,qfb (farmacia),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,30,74,62,58,310,346,243,
FQ,Licenciatura,qfb (farmacia),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,65,121,89,73,472,607,298,
FQ,Licenciatura,qfb (tecnologia de laimentos),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,46,107,134,133,179,375,273,
FQ,Licenciatura,qfb (tecnologia de laimentos),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,61,140,126,113,172,495,251,
FQ,Licenciatura,q metalurgica,total,,,,,,,,,,,,,,,,,,,,,20,16,20,9,16,13,,,40,,,,,,,,,,,,,,,,,,,,,,,
FQ,Licenciatura,q metalurgica,Hombres,,,,,,,,,,,,11,,,,,,,57,34,,,,,,,,,,47,45,53,65,75,64,64,83,98,95,75,59,49,24,10,9,,,,,,,
FQ,Licenciatura,q metalurgica,Mujeres,,,,,,,,,,,,1,14,29,31,63,91,59,2,1,,,,,,,,,,10,2,1,1,3,5,9,7,8,8,7,6,8,2,,3,,,,,,,
FQ,Especialización,docencia fisico qumica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
FQ,Especialización,docencia fisico qumica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,,,
FQ,Especialización,pre requisiots de biopqumica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,27,18,,,,,
FQ,Especialización,pre requisiots de biopqumica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,20,17,,,,,
FQ,Maestria,administracion industrial,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,19,32,24,18,,
FQ,Maestria,administracion industrial,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,6,6,2,,
FQ,Maestria,bioquimica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,31,23,25,41,23,24,14,,
FQ,Maestria,bioquimica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11,13,16,48,20,32,26,,
FQ,Maestria,ciencias quimicas,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,
FQ,Maestria,ciencias quimicas,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,
FQ,Maestria,farmacia control de medicamentos,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,9,3,2,2,5,6,12,10,7,,
FQ,Maestria,farmacia control de medicamentos,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6,6,8,2,4,4,5,10,6,5,,
FQ,Maestria,farmacia (sintesis de farmacos),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,6,12,,,,
FQ,Maestria,farmacia (sintesis de farmacos),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,3,1,5,10,,,,
FQ,Maestria,ingenieria quimica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,10,19,11,28,18,13,,
FQ,Maestria,ingenieria quimica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,1,1,1,,,
FQ,Maestria,ingenieria quimica nuclear,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,16,22,18,10,,13,13,14,13,5,,
FQ,Maestria,ingenieria quimica nuclear,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,7,5,2,,5,2,2,3,3,,
FQ,Maestria,quimica (analitica),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,8,9,11,,
FQ,Maestria,quimica (analitica),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,11,13,9,9,,
FQ,Maestria,quimica (fisico quimca),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,11,12,12,9,21,,
FQ,Maestria,quimica (fisico quimca),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,9,7,12,7,6,,
FQ,Maestria,Quimica inorganica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,3,11,8,5,,
FQ,Maestria,Quimica inorganica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,11,8,20,9,3,,
FQ,Maestria,quimica organica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,11,21,16,,16,15,,
FQ,Maestria,quimica organica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5,5,,9,6,,
FQ,Maestria,ciencias quimica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,19,31,15,19,20,11,,,,,,,,
FQ,Maestria,ciencias quimica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,16,6,7,4,8,,,,,,,,
FQ,Maestria,bioquimica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,7,,4,,,,,,
FQ,Maestria,bioquimica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,6,2,4,,,,,,
FQ,Maestria,quimica organica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,1,,,,,
FQ,Maestria,quimica organica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,1,,,,,
ENTS,Tecnico,trabajo social,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,12,33,12,18,30,37,68,65,65,29,36,,,,,,,,,,
ENTS,Tecnico,trabajo social,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,168,282,385,424,448,408,421,469,411,466,6,85,,,,,,,,,,
ENTS,Licenciatura,trabajo social,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,69,58,63,43,33,37,45,59,95,95,129,176
ENTS,Licenciatura,trabajo social,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,538,502,552,373,350,313,369,450,642,759,981,1085
ENP,bachillerato,bachillerato,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19471,19328,1960,20049,20638,20183,22942,27722,31598,30473,30096,32424,30413,31063,32548,32659,34900,35996,32762,30710,32766
ENP,bachillerato,bachillerato,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3630,3593,4179,4806,4870,5200,6765,8110,9512,9641,9847,11534,12364,144365,16218,16530,18272,19593,18411,16790,17869
CCH,bachillerato,bachillerato,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10974,25795,42639,40484,43036,40466,44672,51960,50036,60631
CCH,bachillerato,bachillerato,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4085,10679,16510,16721,19125,19909,24142,26163,26710,32548
ENEP C,Licenciatura,ic,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,549,,,,,
ENEP C,Licenciatura,ic,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,18,,,,,
ENEP C,Licenciatura,cirujano dentista,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611,,,,,,
ENEP C,Licenciatura,cirujano dentista,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,,,,,,
ENEP C,Licenciatura,derecho,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,,,,,,
ENEP C,Licenciatura,derecho,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,
ENEP C,Licenciatura,administracion de empresas,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,611,853,484,1201,885,1029
ENEP C,Licenciatura,administracion de empresas,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,121,176,91,317,279,339
ENEP C,Licenciatura,contaduria,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,277,338,179,548,554,673
ENEP C,Licenciatura,contaduria,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,82,131,73,240,275,340
ENEP C,Licenciatura,ingeniero agricola,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,495,628,1007,132
ENEP C,Licenciatura,ingeniero agricola,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,68,103,178,244
ENEP C,Licenciatura,ingeniero en alimentos,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,90,138
ENEP C,Licenciatura,ingeniero en alimentos,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,71,107
ENEP C,Licenciatura,I Mecanico electricista,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,952,1173,1408,1481,1416,1692
ENEP C,Licenciatura,I Mecanico electricista,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,23,13,23,22,26
ENEP C,Licenciatura,ingeniero quimico,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,333,434,292,552,550,679
ENEP C,Licenciatura,ingeniero quimico,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,48,64,43,90,128,119
ENEP C,Licenciatura,MVZ,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,598,894,1263,1597,1713,2012
ENEP C,Licenciatura,MVZ,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,67,141,199,229,246,331
ENEP C,Licenciatura,quimico,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,80,101,75,164,110,132
ENEP C,Licenciatura,quimico,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,40,61,38,83,58,68
ENEP C,Licenciatura,qfb,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,171,269,180,340,330,385
ENEP C,Licenciatura,qfb,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,187,312,204,205,407,473
ENEP C,Licenciatura,qfb farmacia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,24,
ENEP C,Licenciatura,qfb farmacia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3,
ENEP C,Licenciatura,qfb microbiologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,18,
ENEP C,Licenciatura,qfb microbiologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,10,
ENEP C,Licenciatura,qfb tec alimentos,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,8,
ENEP C,Licenciatura,qfb tec alimentos,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,5,
ENEP Ac,Licenciatura,cp,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,88,,,,
ENEP Ac,Licenciatura,cp,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,25,,,,
ENEP Ac,Licenciatura,actuario,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,105,192,232,314,363
ENEP Ac,Licenciatura,actuario,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,53,101,159,194,221
ENEP Ac,Licenciatura,arquitecto,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,905,1304,1763,2261,1704
ENEP Ac,Licenciatura,arquitecto,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,144,250,290,409,1421
ENEP Ac,Licenciatura,ic,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,882,1194,1542,1064
ENEP Ac,Licenciatura,ic,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,40,41,50,1024
ENEP Ac,Licenciatura,ap,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,99,171,441,557,522
ENEP Ac,Licenciatura,ap,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,21,36,110,154,398
ENEP Ac,Licenciatura,derecho,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667,2081,2835,3319,4111,2749
ENEP Ac,Licenciatura,derecho,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,603,860,1052,1548,1099
ENEP Ac,Licenciatura,Economia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,492,866,998,1476,909
ENEP Ac,Licenciatura,Economia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,95,180,461,404,291
ENEP Ac,Licenciatura,filosofia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,61,80,194,237,156
ENEP Ac,Licenciatura,filosofia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,24,38,106,153,97
ENEP Ac,Licenciatura,histori,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,35,35,94,133,81
ENEP Ac,Licenciatura,histori,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,33,36,108,138,89
ENEP Ac,Licenciatura,ll hispanicas,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,24,26,67,82,47
ENEP Ac,Licenciatura,ll hispanicas,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,37,41,132,172,113
ENEP Ac,Licenciatura,pedagogia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,24,25,58,102,70
ENEP Ac,Licenciatura,pedagogia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,84,81,245,288,307
ENEP Ac,Licenciatura,periodismo,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,157,151,345,419,275
ENEP Ac,Licenciatura,periodismo,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,130,131,346,479,348
ENEP Ac,Licenciatura,ri,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,127,140,322,390,252
ENEP Ac,Licenciatura,ri,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,134,147,386,525,379
ENEP Ac,Licenciatura,sociologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,141,143,294,403,264
ENEP Ac,Licenciatura,sociologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,111,112,330,410,295
enep i,Licenciatura,biologo,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,298,543,602,563,604
enep i,Licenciatura,biologo,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,246,468,541,531,532
enep i,Licenciatura,cirujano dentista,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288,1591,2437,2117,1574,1650
enep i,Licenciatura,cirujano dentista,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298,1648,2906,2648,2165,2276
enep i,Tecnico,enfermeria,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,31,737,699,491,49
enep i,Tecnico,enfermeria,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,1075,1293,1294,1102,1449
enep i,Licenciatura,cirujano,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628,1035,1949,1949,1974,2056
enep i,Licenciatura,cirujano,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,469,899,881,942,1019
enep i,Licenciatura,psicologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,411,71,73,48,569
enep i,Licenciatura,psicologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,601,2136,1440,1447,1129
enep ar,Licenciatura,arquitectura,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,506,671,863,939
enep ar,Licenciatura,arquitectura,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,82,91,126,138
enep ar,Licenciatura,derecho,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,912,1549,2284,2547
enep ar,Licenciatura,derecho,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,301,575,892,1006
enep ar,Licenciatura,Diseño industrial,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,59,76,130,143
enep ar,Licenciatura,Diseño industrial,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,17,18,25,26
enep ar,Licenciatura,Economia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,392,526,664,731
enep ar,Licenciatura,Economia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,97,135,178,185
enep ar,Licenciatura,ic,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,198,578,740,808
enep ar,Licenciatura,ic,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,18,29,30
